,component_number,conformer_number,charge_method,environment,atom_index,symbol,charge
9,85,3,am1bcc,openeye,9,C,0.3944
10,85,3,am1bcc,openeye,10,C,-0.109690003
11,85,3,am1bcc,openeye,11,C,-0.129280001
12,85,3,am1bcc,openeye,12,H,0.134890005
13,85,3,am1bcc,openeye,13,H,0.13583
14,85,3,am1bcc,openeye,14,H,0.13425
15,85,3,am1bcc,openeye,15,H,0.065370001
16,85,3,am1bcc,openeye,16,H,0.065370001
17,85,3,am1bcc,openeye,17,H,0.173280001
18,85,3,am1bcc,openeye,18,H,0.041080002
19,85,3,am1bcc,openeye,19,H,0.059969999
20,85,3,am1bcc,openeye,20,H,0.13425
21,85,3,am1bcc,openeye,21,H,0.13583
0,85,3,atb_conformer,atb,0,C,-0.104000001
1,85,3,atb_conformer,atb,1,C,-0.145999996
2,85,3,atb_conformer,atb,2,C,-0.187999992
3,85,3,atb_conformer,atb,3,C,0.191000001
4,85,3,atb_conformer,atb,4,C,-0.398000001
5,85,3,atb_conformer,atb,5,N,0.225999997
6,85,3,atb_conformer,atb,6,C,-0.462999998
7,85,3,atb_conformer,atb,7,C,0.194999994
8,85,3,atb_conformer,atb,8,N,-0.611
9,85,3,atb_conformer,atb,9,C,0.154000001
10,85,3,atb_conformer,atb,10,C,-0.187999992
11,85,3,atb_conformer,atb,11,C,-0.145999996
12,85,3,atb_conformer,atb,12,H,0.125000001
13,85,3,atb_conformer,atb,13,H,0.136999996
14,85,3,atb_conformer,atb,14,H,0.145999999
15,85,3,atb_conformer,atb,15,H,0.172999994
16,85,3,atb_conformer,atb,16,H,0.172999994
17,85,3,atb_conformer,atb,17,H,0.237000005
18,85,3,atb_conformer,atb,18,H,0.088000001
19,85,3,atb_conformer,atb,19,H,0.115999998
20,85,3,atb_conformer,atb,20,H,0.145999999
21,85,3,atb_conformer,atb,21,H,0.136999996
0,85,3,atb_lowest,atb,0,C,-0.157000006
1,85,3,atb_lowest,atb,1,C,-0.101000004
2,85,3,atb_lowest,atb,2,C,-0.275999993
3,85,3,atb_lowest,atb,3,C,0.389999985
4,85,3,atb_lowest,atb,4,C,-0.555000007
5,85,3,atb_lowest,atb,5,N,0.30399999
6,85,3,atb_lowest,atb,6,C,-0.490999997
7,85,3,atb_lowest,atb,7,C,0.202999994
8,85,3,atb_lowest,atb,8,N,-0.625999987
9,85,3,atb_lowest,atb,9,C,0.143000006
10,85,3,atb_lowest,atb,10,C,-0.275999993
11,85,3,atb_lowest,atb,11,C,-0.101000004
12,85,3,atb_lowest,atb,12,H,0.136000007
13,85,3,atb_lowest,atb,13,H,0.135000005
14,85,3,atb_lowest,atb,14,H,0.150999993
15,85,3,atb_lowest,atb,15,H,0.194000005
16,85,3,atb_lowest,atb,16,H,0.194000005
17,85,3,atb_lowest,atb,17,H,0.244000002
18,85,3,atb_lowest,atb,18,H,0.087999999
19,85,3,atb_lowest,atb,19,H,0.115000002
20,85,3,atb_lowest,atb,20,H,0.150999993
21,85,3,atb_lowest,atb,21,H,0.135000005
0,85,3,resp,vacuum,0,C,-0.090771375
1,85,3,resp,vacuum,1,C,-0.162794611
2,85,3,resp,vacuum,2,C,-0.153253137
3,85,3,resp,vacuum,3,C,0.019991663
4,85,3,resp,vacuum,4,C,-0.075480549
5,85,3,resp,vacuum,5,N,0.149804124
6,85,3,resp,vacuum,6,C,-0.451376053
7,85,3,resp,vacuum,7,C,0.138857239
8,85,3,resp,vacuum,8,N,-0.555166439
9,85,3,resp,vacuum,9,C,0.16331145
10,85,3,resp,vacuum,10,C,-0.153253137
11,85,3,resp,vacuum,11,C,-0.162794611
12,85,3,resp,vacuum,12,H,0.126743415
13,85,3,resp,vacuum,13,H,0.144210861
14,85,3,resp,vacuum,14,H,0.146466584
15,85,3,resp,vacuum,15,H,0.08314486
16,85,3,resp,vacuum,16,H,0.08314486
17,85,3,resp,vacuum,17,H,0.224683068
18,85,3,resp,vacuum,18,H,0.115049494
19,85,3,resp,vacuum,19,H,0.118804852
20,85,3,resp,vacuum,20,H,0.146466584
21,85,3,resp,vacuum,21,H,0.144210861
0,85,3,resp2,solvated,0,C,-0.091139324
1,85,3,resp2,solvated,1,C,-0.201612891
2,85,3,resp2,solvated,2,C,-0.147211454
3,85,3,resp2,solvated,3,C,0.07158425
4,85,3,resp2,solvated,4,C,-0.173837837
5,85,3,resp2,solvated,5,N,0.285107477
6,85,3,resp2,solvated,6,C,-0.51334549
7,85,3,resp2,solvated,7,C,0.175187428
8,85,3,resp2,solvated,8,N,-0.681644636
9,85,3,resp2,solvated,9,C,0.188529489
10,85,3,resp2,solvated,10,C,-0.147211454
11,85,3,resp2,solvated,11,C,-0.201612891
12,85,3,resp2,solvated,12,H,0.140445881
13,85,3,resp2,solvated,13,H,0.159578111
14,85,3,resp2,solvated,14,H,0.145622701
15,85,3,resp2,solvated,15,H,0.111891985
16,85,3,resp2,solvated,16,H,0.111891985
17,85,3,resp2,solvated,17,H,0.24846887
18,85,3,resp2,solvated,18,H,0.109774831
19,85,3,resp2,solvated,19,H,0.104332154
20,85,3,resp2,solvated,20,H,0.145622701
21,85,3,resp2,solvated,21,H,0.159578111
0,85,3,resp2,vacuum,0,C,-0.079076434
1,85,3,resp2,vacuum,1,C,-0.182281579
2,85,3,resp2,vacuum,2,C,-0.14277835
3,85,3,resp2,vacuum,3,C,0.112787401
4,85,3,resp2,vacuum,4,C,-0.253776297
5,85,3,resp2,vacuum,5,N,0.317798681
6,85,3,resp2,vacuum,6,C,-0.525936515
7,85,3,resp2,vacuum,7,C,0.15683359
8,85,3,resp2,vacuum,8,N,-0.546467785
9,85,3,resp2,vacuum,9,C,0.131807448
10,85,3,resp2,vacuum,10,C,-0.14277835
11,85,3,resp2,vacuum,11,C,-0.182281579
12,85,3,resp2,vacuum,12,H,0.12344817
13,85,3,resp2,vacuum,13,H,0.145079449
14,85,3,resp2,vacuum,14,H,0.131074212
15,85,3,resp2,vacuum,15,H,0.10968988
16,85,3,resp2,vacuum,16,H,0.10968988
17,85,3,resp2,vacuum,17,H,0.228711453
18,85,3,resp2,vacuum,18,H,0.111094691
19,85,3,resp2,vacuum,19,H,0.101208373
20,85,3,resp2,vacuum,20,H,0.131074212
21,85,3,resp2,vacuum,21,H,0.145079449
8772,85,3,resp2_d06,d=0.6,0,,-0.086314168
8773,85,3,resp2_d06,d=0.6,1,,-0.193880366
8774,85,3,resp2_d06,d=0.6,2,,-0.145438213
8775,85,3,resp2_d06,d=0.6,3,,0.08806551
8776,85,3,resp2_d06,d=0.6,4,,-0.205813221
8777,85,3,resp2_d06,d=0.6,5,,0.298183959
8778,85,3,resp2_d06,d=0.6,6,,-0.5183819
8779,85,3,resp2_d06,d=0.6,7,,0.167845893
8780,85,3,resp2_d06,d=0.6,8,,-0.627573896
8781,85,3,resp2_d06,d=0.6,9,,0.165840673
8782,85,3,resp2_d06,d=0.6,10,,-0.145438213
8783,85,3,resp2_d06,d=0.6,11,,-0.193880366
8784,85,3,resp2_d06,d=0.6,12,,0.133646797
8785,85,3,resp2_d06,d=0.6,13,,0.153778646
8786,85,3,resp2_d06,d=0.6,14,,0.139803306
8787,85,3,resp2_d06,d=0.6,15,,0.111011143
8788,85,3,resp2_d06,d=0.6,16,,0.111011143
8789,85,3,resp2_d06,d=0.6,17,,0.240565903
8790,85,3,resp2_d06,d=0.6,18,,0.110302775
8791,85,3,resp2_d06,d=0.6,19,,0.103082642
8792,85,3,resp2_d06,d=0.6,20,,0.139803306
8793,85,3,resp2_d06,d=0.6,21,,0.153778646
0,85,4,am1bcc,openeye,0,C,-0.117710001
1,85,4,am1bcc,openeye,1,C,-0.129240006
2,85,4,am1bcc,openeye,2,C,-0.109739996
3,85,4,am1bcc,openeye,3,C,-0.12043
4,85,4,am1bcc,openeye,4,C,0.0889
5,85,4,am1bcc,openeye,5,N,-0.209250003
6,85,4,am1bcc,openeye,6,C,-0.259299993
7,85,4,am1bcc,openeye,7,C,0.290270001
8,85,4,am1bcc,openeye,8,N,-0.668709993
9,85,4,am1bcc,openeye,9,C,0.394300014
10,85,4,am1bcc,openeye,10,C,-0.109739996
11,85,4,am1bcc,openeye,11,C,-0.129240006
12,85,4,am1bcc,openeye,12,H,0.134869993
13,85,4,am1bcc,openeye,13,H,0.135839999
14,85,4,am1bcc,openeye,14,H,0.134289995
15,85,4,am1bcc,openeye,15,H,0.065279998
16,85,4,am1bcc,openeye,16,H,0.065279998
17,85,4,am1bcc,openeye,17,H,0.173209996
18,85,4,am1bcc,openeye,18,H,0.04107
19,85,4,am1bcc,openeye,19,H,0.059920002
20,85,4,am1bcc,openeye,20,H,0.134289995
21,85,4,am1bcc,openeye,21,H,0.135839999
0,85,4,atb_conformer,atb,0,C,-0.112000004
1,85,4,atb_conformer,atb,1,C,-0.138999999
2,85,4,atb_conformer,atb,2,C,-0.196999997
3,85,4,atb_conformer,atb,3,C,0.211999997
4,85,4,atb_conformer,atb,4,C,-0.425000012
5,85,4,atb_conformer,atb,5,N,0.231999993
6,85,4,atb_conformer,atb,6,C,-0.465999991
7,85,4,atb_conformer,atb,7,C,0.201000005
8,85,4,atb_conformer,atb,8,N,-0.615999997
9,85,4,atb_conformer,atb,9,C,0.152999997
10,85,4,atb_conformer,atb,10,C,-0.196999997
11,85,4,atb_conformer,atb,11,C,-0.138999999
12,85,4,atb_conformer,atb,12,H,0.127000004
13,85,4,atb_conformer,atb,13,H,0.136999994
14,85,4,atb_conformer,atb,14,H,0.147
15,85,4,atb_conformer,atb,15,H,0.179000005
16,85,4,atb_conformer,atb,16,H,0.179000005
17,85,4,atb_conformer,atb,17,H,0.238000005
18,85,4,atb_conformer,atb,18,H,0.086000003
19,85,4,atb_conformer,atb,19,H,0.115999996
20,85,4,atb_conformer,atb,20,H,0.147
21,85,4,atb_conformer,atb,21,H,0.136999994
0,85,4,atb_lowest,atb,0,C,-0.157000006
1,85,4,atb_lowest,atb,1,C,-0.101000004
2,85,4,atb_lowest,atb,2,C,-0.275999993
3,85,4,atb_lowest,atb,3,C,0.389999985
4,85,4,atb_lowest,atb,4,C,-0.555000007
5,85,4,atb_lowest,atb,5,N,0.30399999
6,85,4,atb_lowest,atb,6,C,-0.490999997
7,85,4,atb_lowest,atb,7,C,0.202999994
8,85,4,atb_lowest,atb,8,N,-0.625999987
9,85,4,atb_lowest,atb,9,C,0.143000006
10,85,4,atb_lowest,atb,10,C,-0.275999993
11,85,4,atb_lowest,atb,11,C,-0.101000004
12,85,4,atb_lowest,atb,12,H,0.136000007
13,85,4,atb_lowest,atb,13,H,0.135000005
14,85,4,atb_lowest,atb,14,H,0.150999993
15,85,4,atb_lowest,atb,15,H,0.194000005
16,85,4,atb_lowest,atb,16,H,0.194000005
17,85,4,atb_lowest,atb,17,H,0.244000002
18,85,4,atb_lowest,atb,18,H,0.087999999
19,85,4,atb_lowest,atb,19,H,0.115000002
20,85,4,atb_lowest,atb,20,H,0.150999993
21,85,4,atb_lowest,atb,21,H,0.135000005
0,85,4,resp,vacuum,0,C,-0.100048715
1,85,4,resp,vacuum,1,C,-0.170236468
2,85,4,resp,vacuum,2,C,-0.146081531
3,85,4,resp,vacuum,3,C,0.022980154
4,85,4,resp,vacuum,4,C,-0.056206257
5,85,4,resp,vacuum,5,N,0.106648808
6,85,4,resp,vacuum,6,C,-0.429869127
7,85,4,resp,vacuum,7,C,0.119117672
8,85,4,resp,vacuum,8,N,-0.55776468
9,85,4,resp,vacuum,9,C,0.196261117
10,85,4,resp,vacuum,10,C,-0.146081531
11,85,4,resp,vacuum,11,C,-0.170236468
12,85,4,resp,vacuum,12,H,0.133537554
13,85,4,resp,vacuum,13,H,0.147300955
14,85,4,resp,vacuum,14,H,0.143825546
15,85,4,resp,vacuum,15,H,0.079499895
16,85,4,resp,vacuum,16,H,0.079499895
17,85,4,resp,vacuum,17,H,0.224449491
18,85,4,resp,vacuum,18,H,0.121852609
19,85,4,resp,vacuum,19,H,0.110424581
20,85,4,resp,vacuum,20,H,0.143825546
21,85,4,resp,vacuum,21,H,0.147300955
0,85,4,resp2,solvated,0,C,-0.092168045
1,85,4,resp2,solvated,1,C,-0.203760878
2,85,4,resp2,solvated,2,C,-0.146712172
3,85,4,resp2,solvated,3,C,0.080429208
4,85,4,resp2,solvated,4,C,-0.191354714
5,85,4,resp2,solvated,5,N,0.300675136
6,85,4,resp2,solvated,6,C,-0.525638247
7,85,4,resp2,solvated,7,C,0.176665962
8,85,4,resp2,solvated,8,N,-0.680243008
9,85,4,resp2,solvated,9,C,0.182835512
10,85,4,resp2,solvated,10,C,-0.146712172
11,85,4,resp2,solvated,11,C,-0.203760878
12,85,4,resp2,solvated,12,H,0.141332398
13,85,4,resp2,solvated,13,H,0.159217747
14,85,4,resp2,solvated,14,H,0.146422452
15,85,4,resp2,solvated,15,H,0.114945589
16,85,4,resp2,solvated,16,H,0.114945589
17,85,4,resp2,solvated,17,H,0.252989433
18,85,4,resp2,solvated,18,H,0.11046536
19,85,4,resp2,solvated,19,H,0.103785528
20,85,4,resp2,solvated,20,H,0.146422452
21,85,4,resp2,solvated,21,H,0.159217747
0,85,4,resp2,vacuum,0,C,-0.081546701
1,85,4,resp2,vacuum,1,C,-0.183080608
2,85,4,resp2,vacuum,2,C,-0.142720711
3,85,4,resp2,vacuum,3,C,0.122346387
4,85,4,resp2,vacuum,4,C,-0.27115662
5,85,4,resp2,vacuum,5,N,0.331368431
6,85,4,resp2,vacuum,6,C,-0.53861359
7,85,4,resp2,vacuum,7,C,0.161750001
8,85,4,resp2,vacuum,8,N,-0.546526703
9,85,4,resp2,vacuum,9,C,0.126971133
10,85,4,resp2,vacuum,10,C,-0.142720711
11,85,4,resp2,vacuum,11,C,-0.183080608
12,85,4,resp2,vacuum,12,H,0.124806267
13,85,4,resp2,vacuum,13,H,0.145228533
14,85,4,resp2,vacuum,14,H,0.130229824
15,85,4,resp2,vacuum,15,H,0.11318355
16,85,4,resp2,vacuum,16,H,0.11318355
17,85,4,resp2,vacuum,17,H,0.232477221
18,85,4,resp2,vacuum,18,H,0.110819897
19,85,4,resp2,vacuum,19,H,0.101623101
20,85,4,resp2,vacuum,20,H,0.130229824
21,85,4,resp2,vacuum,21,H,0.145228533
8794,85,4,resp2_d06,d=0.6,0,,-0.087919507
8795,85,4,resp2_d06,d=0.6,1,,-0.19548877
8796,85,4,resp2_d06,d=0.6,2,,-0.145115587
8797,85,4,resp2_d06,d=0.6,3,,0.09719608
8798,85,4,resp2_d06,d=0.6,4,,-0.223275476
8799,85,4,resp2_d06,d=0.6,5,,0.312952454
8800,85,4,resp2_d06,d=0.6,6,,-0.530828384
8801,85,4,resp2_d06,d=0.6,7,,0.170699577
8802,85,4,resp2_d06,d=0.6,8,,-0.626756486
8803,85,4,resp2_d06,d=0.6,9,,0.16048976
8804,85,4,resp2_d06,d=0.6,10,,-0.145115587
8805,85,4,resp2_d06,d=0.6,11,,-0.19548877
8806,85,4,resp2_d06,d=0.6,12,,0.134721946
8807,85,4,resp2_d06,d=0.6,13,,0.153622061
8808,85,4,resp2_d06,d=0.6,14,,0.139945401
8809,85,4,resp2_d06,d=0.6,15,,0.114240773
8810,85,4,resp2_d06,d=0.6,16,,0.114240773
8811,85,4,resp2_d06,d=0.6,17,,0.244784548
8812,85,4,resp2_d06,d=0.6,18,,0.110607175
8813,85,4,resp2_d06,d=0.6,19,,0.102920557
8814,85,4,resp2_d06,d=0.6,20,,0.139945401
8815,85,4,resp2_d06,d=0.6,21,,0.153622061
0,86,0,atb_lowest,atb,0,C,-0.150000001
1,86,0,atb_lowest,atb,1,O,-0.332999999
2,86,0,atb_lowest,atb,2,C,0.778999989
3,86,0,atb_lowest,atb,3,O,-0.577000017
4,86,0,atb_lowest,atb,4,C,-0.314000005
5,86,0,atb_lowest,atb,5,C,0.009000005
6,86,0,atb_lowest,atb,6,C,-0.310999984
7,86,0,atb_lowest,atb,7,C,0.426000004
8,86,0,atb_lowest,atb,8,O,-0.58600002
9,86,0,atb_lowest,atb,9,C,-0.310999984
10,86,0,atb_lowest,atb,10,C,0.009000005
11,86,0,atb_lowest,atb,11,H,0.117000004
12,86,0,atb_lowest,atb,12,H,0.117000004
13,86,0,atb_lowest,atb,13,H,0.117000004
14,86,0,atb_lowest,atb,14,H,0.105000002
15,86,0,atb_lowest,atb,15,H,0.172999998
16,86,0,atb_lowest,atb,16,H,0.451999997
17,86,0,atb_lowest,atb,17,H,0.172999998
18,86,0,atb_lowest,atb,18,H,0.105000002
2172,86,0,elf10,openeye,0,C,0.126974999
2173,86,0,elf10,openeye,2,C,0.649230003
2174,86,0,elf10,openeye,4,C,-0.175375
2175,86,0,elf10,openeye,5,C,-0.03317
2176,86,0,elf10,openeye,6,C,-0.205260002
2177,86,0,elf10,openeye,7,C,0.159020006
2178,86,0,elf10,openeye,9,C,-0.205260002
2179,86,0,elf10,openeye,10,C,-0.03317
2180,86,0,elf10,openeye,11,H,0.050560001
2181,86,0,elf10,openeye,12,H,0.050560001
2182,86,0,elf10,openeye,13,H,0.050560001
2183,86,0,elf10,openeye,14,H,0.159599997
2184,86,0,elf10,openeye,15,H,0.149764999
2185,86,0,elf10,openeye,16,H,0.424630001
2186,86,0,elf10,openeye,17,H,0.149764999
2187,86,0,elf10,openeye,18,H,0.159599997
2188,86,0,elf10,openeye,1,O,-0.439740003
2189,86,0,elf10,openeye,3,O,-0.547185004
2190,86,0,elf10,openeye,8,O,-0.491104991
0,86,0,resp,vacuum,0,C,-0.082708928
1,86,0,resp,vacuum,1,O,-0.349976606
2,86,0,resp,vacuum,2,C,0.747211537
3,86,0,resp,vacuum,3,O,-0.575351262
4,86,0,resp,vacuum,4,C,-0.087220567
5,86,0,resp,vacuum,5,C,-0.176593137
6,86,0,resp,vacuum,6,C,-0.176761207
7,86,0,resp,vacuum,7,C,0.267130983
8,86,0,resp,vacuum,8,O,-0.527177851
9,86,0,resp,vacuum,9,C,-0.176761207
10,86,0,resp,vacuum,10,C,-0.176593137
11,86,0,resp,vacuum,11,H,0.096388176
12,86,0,resp,vacuum,12,H,0.096388176
13,86,0,resp,vacuum,13,H,0.096388176
14,86,0,resp,vacuum,14,H,0.164001614
15,86,0,resp,vacuum,15,H,0.153721459
16,86,0,resp,vacuum,16,H,0.390190709
17,86,0,resp,vacuum,17,H,0.153721459
18,86,0,resp,vacuum,18,H,0.164001614
0,86,0,resp2,solvated,0,C,-0.250830781
1,86,0,resp2,solvated,1,O,-0.274731021
2,86,0,resp2,solvated,2,C,0.703180778
3,86,0,resp2,solvated,3,O,-0.602510829
4,86,0,resp2,solvated,4,C,-0.04206256
5,86,0,resp2,solvated,5,C,-0.252416061
6,86,0,resp2,solvated,6,C,-0.139148543
7,86,0,resp2,solvated,7,C,0.254974616
8,86,0,resp2,solvated,8,O,-0.55289611
9,86,0,resp2,solvated,9,C,-0.139148543
10,86,0,resp2,solvated,10,C,-0.252416061
11,86,0,resp2,solvated,11,H,0.143202365
12,86,0,resp2,solvated,12,H,0.143202365
13,86,0,resp2,solvated,13,H,0.143202365
14,86,0,resp2,solvated,14,H,0.177828557
15,86,0,resp2,solvated,15,H,0.166352665
16,86,0,resp2,solvated,16,H,0.430035576
17,86,0,resp2,solvated,17,H,0.166352665
18,86,0,resp2,solvated,18,H,0.177828557
0,86,0,resp2,vacuum,0,C,-0.283602469
1,86,0,resp2,vacuum,1,O,-0.24909454
2,86,0,resp2,vacuum,2,C,0.65758412
3,86,0,resp2,vacuum,3,O,-0.52056166
4,86,0,resp2,vacuum,4,C,-0.033547578
5,86,0,resp2,vacuum,5,C,-0.225280383
6,86,0,resp2,vacuum,6,C,-0.124556722
7,86,0,resp2,vacuum,7,C,0.206376721
8,86,0,resp2,vacuum,8,O,-0.458301379
9,86,0,resp2,vacuum,9,C,-0.124556722
10,86,0,resp2,vacuum,10,C,-0.225280383
11,86,0,resp2,vacuum,11,H,0.140711269
12,86,0,resp2,vacuum,12,H,0.140711269
13,86,0,resp2,vacuum,13,H,0.140711269
14,86,0,resp2,vacuum,14,H,0.159363061
15,86,0,resp2,vacuum,15,H,0.144076698
16,86,0,resp2,vacuum,16,H,0.351807673
17,86,0,resp2,vacuum,17,H,0.144076698
18,86,0,resp2,vacuum,18,H,0.159363061
8816,86,0,resp2_d06,d=0.6,0,,-0.263939456
8817,86,0,resp2_d06,d=0.6,1,,-0.264476429
8818,86,0,resp2_d06,d=0.6,2,,0.684942115
8819,86,0,resp2_d06,d=0.6,3,,-0.569731161
8820,86,0,resp2_d06,d=0.6,4,,-0.038656568
8821,86,0,resp2_d06,d=0.6,5,,-0.24156179
8822,86,0,resp2_d06,d=0.6,6,,-0.133311815
8823,86,0,resp2_d06,d=0.6,7,,0.235535458
8824,86,0,resp2_d06,d=0.6,8,,-0.515058218
8825,86,0,resp2_d06,d=0.6,9,,-0.133311815
8826,86,0,resp2_d06,d=0.6,10,,-0.24156179
8827,86,0,resp2_d06,d=0.6,11,,0.142205926
8828,86,0,resp2_d06,d=0.6,12,,0.142205926
8829,86,0,resp2_d06,d=0.6,13,,0.142205926
8830,86,0,resp2_d06,d=0.6,14,,0.170442359
8831,86,0,resp2_d06,d=0.6,15,,0.157442278
8832,86,0,resp2_d06,d=0.6,16,,0.398744415
8833,86,0,resp2_d06,d=0.6,17,,0.157442278
8834,86,0,resp2_d06,d=0.6,18,,0.170442359
0,86,1,am1bcc,openeye,0,C,0.126699999
1,86,1,am1bcc,openeye,1,O,-0.439249993
2,86,1,am1bcc,openeye,2,C,0.649219989
3,86,1,am1bcc,openeye,3,O,-0.547150016
4,86,1,am1bcc,openeye,4,C,-0.175070003
5,86,1,am1bcc,openeye,5,C,-0.033149999
6,86,1,am1bcc,openeye,6,C,-0.205699996
7,86,1,am1bcc,openeye,7,C,0.159360006
8,86,1,am1bcc,openeye,8,O,-0.490839988
9,86,1,am1bcc,openeye,9,C,-0.205699996
10,86,1,am1bcc,openeye,10,C,-0.033149999
11,86,1,am1bcc,openeye,11,H,0.050420001
12,86,1,am1bcc,openeye,12,H,0.050420001
13,86,1,am1bcc,openeye,13,H,0.050420001
14,86,1,am1bcc,openeye,14,H,0.159779995
15,86,1,am1bcc,openeye,15,H,0.149499997
16,86,1,am1bcc,openeye,16,H,0.424910009
17,86,1,am1bcc,openeye,17,H,0.149499997
18,86,1,am1bcc,openeye,18,H,0.159779995
0,86,1,atb_conformer,atb,0,C,-0.141000005
1,86,1,atb_conformer,atb,1,O,-0.307000013
2,86,1,atb_conformer,atb,2,C,0.763000009
3,86,1,atb_conformer,atb,3,O,-0.579999986
4,86,1,atb_conformer,atb,4,C,-0.321000012
5,86,1,atb_conformer,atb,5,C,0.014999997
6,86,1,atb_conformer,atb,6,C,-0.308999988
7,86,1,atb_conformer,atb,7,C,0.433999983
8,86,1,atb_conformer,atb,8,O,-0.593999984
9,86,1,atb_conformer,atb,9,C,-0.308999988
10,86,1,atb_conformer,atb,10,C,0.014999997
11,86,1,atb_conformer,atb,11,H,0.112000001
12,86,1,atb_conformer,atb,12,H,0.112000001
13,86,1,atb_conformer,atb,13,H,0.112000001
14,86,1,atb_conformer,atb,14,H,0.101999996
15,86,1,atb_conformer,atb,15,H,0.167999995
16,86,1,atb_conformer,atb,16,H,0.458000002
17,86,1,atb_conformer,atb,17,H,0.167999995
18,86,1,atb_conformer,atb,18,H,0.101999996
0,86,1,atb_lowest,atb,0,C,-0.150000001
1,86,1,atb_lowest,atb,1,O,-0.332999999
2,86,1,atb_lowest,atb,2,C,0.778999989
3,86,1,atb_lowest,atb,3,O,-0.577000017
4,86,1,atb_lowest,atb,4,C,-0.314000005
5,86,1,atb_lowest,atb,5,C,0.009000005
6,86,1,atb_lowest,atb,6,C,-0.310999984
7,86,1,atb_lowest,atb,7,C,0.426000004
8,86,1,atb_lowest,atb,8,O,-0.58600002
9,86,1,atb_lowest,atb,9,C,-0.310999984
10,86,1,atb_lowest,atb,10,C,0.009000005
11,86,1,atb_lowest,atb,11,H,0.117000004
12,86,1,atb_lowest,atb,12,H,0.117000004
13,86,1,atb_lowest,atb,13,H,0.117000004
14,86,1,atb_lowest,atb,14,H,0.105000002
15,86,1,atb_lowest,atb,15,H,0.172999998
16,86,1,atb_lowest,atb,16,H,0.451999997
17,86,1,atb_lowest,atb,17,H,0.172999998
18,86,1,atb_lowest,atb,18,H,0.105000002
0,86,1,resp,vacuum,0,C,-0.072086389
1,86,1,resp,vacuum,1,O,-0.358534173
2,86,1,resp,vacuum,2,C,0.765006587
3,86,1,resp,vacuum,3,O,-0.579783661
4,86,1,resp,vacuum,4,C,-0.102517889
5,86,1,resp,vacuum,5,C,-0.172489281
6,86,1,resp,vacuum,6,C,-0.180835204
7,86,1,resp,vacuum,7,C,0.274191818
8,86,1,resp,vacuum,8,O,-0.528424895
9,86,1,resp,vacuum,9,C,-0.180835204
10,86,1,resp,vacuum,10,C,-0.172489281
11,86,1,resp,vacuum,11,H,0.093711098
12,86,1,resp,vacuum,12,H,0.093711098
13,86,1,resp,vacuum,13,H,0.093711098
14,86,1,resp,vacuum,14,H,0.164361562
15,86,1,resp,vacuum,15,H,0.154555704
16,86,1,resp,vacuum,16,H,0.389829747
17,86,1,resp,vacuum,17,H,0.154555704
18,86,1,resp,vacuum,18,H,0.164361562
0,86,1,resp2,solvated,0,C,-0.245089191
1,86,1,resp2,solvated,1,O,-0.29370045
2,86,1,resp2,solvated,2,C,0.760425629
3,86,1,resp2,solvated,3,O,-0.610041534
4,86,1,resp2,solvated,4,C,-0.093404762
5,86,1,resp2,solvated,5,C,-0.236435294
6,86,1,resp2,solvated,6,C,-0.134149283
7,86,1,resp2,solvated,7,C,0.249795361
8,86,1,resp2,solvated,8,O,-0.551338504
9,86,1,resp2,solvated,9,C,-0.134149283
10,86,1,resp2,solvated,10,C,-0.236435294
11,86,1,resp2,solvated,11,H,0.140439308
12,86,1,resp2,solvated,12,H,0.140439308
13,86,1,resp2,solvated,13,H,0.140439308
14,86,1,resp2,solvated,14,H,0.172539904
15,86,1,resp2,solvated,15,H,0.164520681
16,86,1,resp2,solvated,16,H,0.42908351
17,86,1,resp2,solvated,17,H,0.164520681
18,86,1,resp2,solvated,18,H,0.172539904
0,86,1,resp2,vacuum,0,C,-0.282708405
1,86,1,resp2,vacuum,1,O,-0.255940009
2,86,1,resp2,vacuum,2,C,0.678253026
3,86,1,resp2,vacuum,3,O,-0.523726749
4,86,1,resp2,vacuum,4,C,-0.048860655
5,86,1,resp2,vacuum,5,C,-0.221918096
6,86,1,resp2,vacuum,6,C,-0.122528414
7,86,1,resp2,vacuum,7,C,0.204764489
8,86,1,resp2,vacuum,8,O,-0.458037341
9,86,1,resp2,vacuum,9,C,-0.122528414
10,86,1,resp2,vacuum,10,C,-0.221918096
11,86,1,resp2,vacuum,11,H,0.140030924
12,86,1,resp2,vacuum,12,H,0.140030924
13,86,1,resp2,vacuum,13,H,0.140030924
14,86,1,resp2,vacuum,14,H,0.158058463
15,86,1,resp2,vacuum,15,H,0.143727836
16,86,1,resp2,vacuum,16,H,0.351483293
17,86,1,resp2,vacuum,17,H,0.143727836
18,86,1,resp2,vacuum,18,H,0.158058463
8835,86,1,resp2_d06,d=0.6,0,,-0.260136877
8836,86,1,resp2_d06,d=0.6,1,,-0.278596273
8837,86,1,resp2_d06,d=0.6,2,,0.727556588
8838,86,1,resp2_d06,d=0.6,3,,-0.57551562
8839,86,1,resp2_d06,d=0.6,4,,-0.075587119
8840,86,1,resp2_d06,d=0.6,5,,-0.230628415
8841,86,1,resp2_d06,d=0.6,6,,-0.129500936
8842,86,1,resp2_d06,d=0.6,7,,0.231783012
8843,86,1,resp2_d06,d=0.6,8,,-0.514018038
8844,86,1,resp2_d06,d=0.6,9,,-0.129500936
